,Player,Team,FF Pts,Plays,TRGT,REC,RCYDS,RCTDS,RUATT,RUYDS,RUTDS,INT,FUM,Week,Season
142,. Geremy Davis,LAC,0,0,0,0,0,0,0,0,0,0,0,15,2016
143,. Mario Alford,CLE,0,0,0,0,0,0,0,0,0,0,0,15,2016
144,. Bradley Marquez,LAR,0,0,0,0,0,0,0,0,0,0,0,15,2016
145,. Shane Wynn,JAC,0,0,0,0,0,0,0,0,0,0,0,15,2016
146,. Devin Smith,NYJ,0,0,0,0,0,0,0,0,0,0,0,15,2016
147,. Jason X. Jones,MIA,0,0,0,0,0,0,0,0,0,0,0,15,2016
148,. Leonte Carroo,MIA,0,0,0,0,0,0,0,0,0,0,0,15,2016
149,. Chris Moore,BAL,0,0,0,0,0,0,0,0,0,0,1,15,2016
150,. Rashard Higgins,CLE,0,0,0,0,0,0,0,0,0,0,0,15,2016
151,. Ricardo Louis,CLE,0,0,0,0,0,0,0,0,0,0,0,15,2016
152,. D. Robinson,KC,0,0,0,0,0,0,0,0,0,0,0,15,2016
153,. D. Braverman,CHI,0,1,1,0,0,0,0,0,0,0,0,15,2016
154,. Jakeem Grant,MIA,0,0,0,0,0,0,0,0,0,0,0,15,2016
155,. Johnny Holton,LVR,0,0,0,0,0,0,0,0,0,0,0,15,2016
156,. Roger Lewis,NYG,0,0,0,0,0,0,0,0,0,0,0,15,2016
157,. Tommylee Lewis,NO,0,0,0,0,0,0,0,0,0,0,0,15,2016
158,. Alex Erickson,CIN,0,0,0,0,0,0,0,0,0,0,0,15,2016
159,. Tanner McEvoy,SEA,0,0,0,0,0,0,0,0,0,0,0,15,2016
160,. Maurice Harris,WAS,0,0,0,0,0,0,0,0,0,0,0,15,2016
0,Adam Thielen,MIN,32.6,16,15,12,202,2,1,4,0,0,0,16,2016
1,Jordy Nelson,GB,27.4,11,11,9,154,2,0,0,0,0,0,16,2016
2,Doug Baldwin,SEA,23.7,21,19,13,171,1,2,6,0,0,0,16,2016
3,Sammy Watkins,BUF,21.4,10,10,7,154,1,0,0,0,0,0,16,2016
4,C. Meredith,CHI,19.5,12,12,9,135,1,0,0,0,0,0,16,2016
5,J.J. Nelson,ARI,19.2,7,7,3,132,1,0,0,0,0,0,16,2016
6,Dez Bryant,DAL,19,6,5,4,70,2,0,0,0,0,0,16,2016
7,Brandon LaFell,CIN,19,10,10,6,130,1,0,0,0,0,0,16,2016
8,Mike Evans,TB,15.7,8,8,7,97,1,0,0,0,0,0,16,2016
9, Antonio Brown,PIT,15.6,11,11,10,96,1,0,0,0,0,0,16,2016
10, Tyreek Hill,KC,15.5,11,5,0,0,0,6,95,1,0,0,16,2016
11, O. Beckham Jr.,NYG,15,20,20,11,150,0,0,0,0,0,0,16,2016
12, A. Robinson II,JAC,14.7,12,12,9,147,0,0,0,0,0,0,16,2016
13, DeVante Parker,MIA,14.5,7,7,4,85,1,0,0,0,0,0,16,2016
14, Steve Smith,BAL,13.9,7,7,7,79,1,0,0,0,0,0,16,2016
15, Tyrell Williams,LAC,12.4,9,9,4,64,1,0,0,0,0,0,16,2016
16, Rod Streater,SF,12.3,7,7,6,63,1,0,0,0,0,0,16,2016
17, Kelvin Benjamin,CAR,12.3,8,8,4,63,1,0,0,0,0,0,16,2016
18, S. Shepard,NYG,12.3,12,11,7,61,1,1,2,0,0,0,16,2016
19, DeSean Jackson,WAS,11.4,7,7,5,114,0,0,0,0,0,0,16,2016
20, Nelson Agholor,PHI,11.2,6,5,2,47,1,1,5,0,0,0,16,2016
21, T.Y. Hilton,IND,10.5,9,9,4,105,0,0,0,0,0,0,16,2016
22, Davante Adams,GB,10.4,7,7,4,44,1,0,0,0,0,0,16,2016
23, Paul Richardson,SEA,10.2,5,5,4,42,1,0,0,0,0,0,16,2016
24, Tavon Austin,LAR,10,10,7,2,14,0,3,26,1,0,1,16,2016
25, Brandin Cooks,NO,9.8,9,9,5,98,0,0,0,0,0,1,16,2016
26, Michael Thomas,NO,9.8,8,8,6,98,0,0,0,0,0,0,16,2016
27, Jermaine Kearse,SEA,9.7,9,9,4,37,1,0,0,0,0,0,16,2016
28, Marqise Lee,JAC,9.7,8,7,3,37,1,0,0,0,0,0,16,2016
29, Kenny Stills,MIA,9.5,8,8,3,35,1,0,0,0,0,0,16,2016
30, Pierre Garcon,WAS,9.4,5,5,4,94,0,0,0,0,0,0,16,2016
31, Deonte Thompson,CHI,9.4,4,4,3,34,1,0,0,0,0,0,16,2016
32, Andre Holmes,LVR,9.3,5,5,3,33,1,0,0,0,0,0,16,2016
33, Alshon Jeffery,CHI,9.2,10,10,5,92,0,0,0,0,0,0,16,2016
34, R. Matthews,TEN,9.1,9,9,3,31,1,0,0,0,0,0,16,2016
35, M. Crabtree,LVR,9,10,10,7,90,0,0,0,0,0,1,16,2016
36, Donte Moncrief,IND,9,3,3,2,30,1,0,0,0,0,0,16,2016
37, Eli Rogers,PIT,9,6,5,4,84,0,1,6,0,0,0,16,2016
38, Julian Edelman,NE,8.9,8,8,5,89,0,0,0,0,0,0,16,2016
39, Stefon Diggs,MIN,8.9,6,6,4,29,1,0,0,0,0,0,16,2016
40, Victor Cruz,NYG,8.4,13,13,8,84,0,0,0,0,0,0,16,2016
41, Brice Butler,DAL,8.1,1,1,1,21,1,0,0,0,0,0,16,2016
42, Amari Cooper,LVR,7.6,7,7,5,76,0,0,0,0,0,0,16,2016
43, Travis Benjamin,LAC,7.5,4,4,3,75,0,0,0,0,0,0,16,2016
44, G. Allison,GB,6.6,7,7,4,66,0,0,0,0,0,0,16,2016
45, Jeremy Kerley,SF,6.2,8,8,5,62,0,0,0,0,0,0,16,2016
46, Russell Shepard,TB,6.1,5,5,3,61,0,0,0,0,0,0,16,2016
47, T. Williams,DAL,6.1,4,4,4,61,0,0,0,0,0,0,16,2016
48, Julio Jones,ATL,6,7,7,4,60,0,0,0,0,0,0,16,2016
49, Golden Tate,DET,5.8,6,6,6,58,0,0,0,0,0,1,16,2016
50, Mohamed Sanu,ATL,5.6,4,4,3,56,0,0,0,0,0,0,16,2016
51, Harry Douglas,TEN,4.8,6,6,5,48,0,0,0,0,0,0,16,2016
52, Tajae Sharpe,TEN,4.8,8,8,3,48,0,0,0,0,0,0,16,2016
53, Bryan Walters,JAC,4.5,6,6,5,45,0,0,0,0,0,0,16,2016
54, Dontrelle Inman,LAC,4.4,10,10,3,44,0,0,0,0,0,0,16,2016
55, Robert Woods,BUF,4.3,6,6,3,43,0,0,0,0,0,0,16,2016
56, DeAndre Hopkins,HOU,4.3,6,6,3,43,0,0,0,0,0,0,16,2016
57, Quincy Enunwa,NYJ,4.2,6,5,1,30,0,1,12,0,0,0,16,2016
58, Will Fuller,HOU,3.9,6,6,3,39,0,0,0,0,0,0,16,2016
59, Cody Core,CIN,3.9,14,14,8,39,0,0,0,0,0,0,16,2016
60, Tyler Lockett,SEA,3.8,3,3,2,38,0,0,0,0,0,0,16,2016
61, Terrelle Pryor,CLE,3.6,5,5,3,36,0,0,0,0,0,0,16,2016
62, Anquan Boldin,DET,3.3,7,7,5,33,0,0,0,0,0,0,16,2016
63, B. Perriman,BAL,3.2,5,5,3,32,0,0,0,0,0,0,16,2016
64, L. Fitzgerald,ARI,3.1,5,4,4,31,0,0,0,0,0,0,16,2016
65, Ted Ginn Jr.,CAR,2.9,9,9,3,29,0,0,0,0,0,0,16,2016
66, Jarvis Landry,MIA,2.9,7,6,3,29,0,1,0,0,0,0,16,2016
67, M. Mitchell,NE,2.9,5,5,3,29,0,0,0,0,0,0,16,2016
68, B. Marshall,NYJ,2.8,4,4,2,28,0,0,0,0,0,0,16,2016
69, Charone Peake,NYJ,2.7,3,3,1,27,0,0,0,0,0,0,16,2016
70, E. Sanders,DEN,2.6,3,3,1,26,0,0,0,0,0,0,16,2016
71, Jordan Taylor,DEN,2.6,4,4,1,26,0,0,0,0,0,0,16,2016
72, Cole Beasley,DAL,2.5,5,5,4,25,0,0,0,0,0,0,16,2016
73, Ryan Grant,WAS,2.5,4,4,3,25,0,0,0,0,0,0,16,2016
74, Tyler Boyd,CIN,2.5,4,4,2,25,0,0,0,0,0,0,16,2016
75, Josh Huff,TB,2.4,3,3,2,24,0,0,0,0,0,0,16,2016
76, M. Campanaro,BAL,2.3,1,0,0,0,0,1,23,0,0,0,16,2016
77, Brittan Golden,ARI,2.2,2,2,1,22,0,0,0,0,0,0,16,2016
78, Chris Hogan,NE,2.2,5,5,1,22,0,0,0,0,0,0,16,2016
79, Mike Wallace,BAL,2.1,7,7,4,21,0,0,0,0,0,0,16,2016
80, Andrew Hawkins,CLE,2.1,2,2,1,21,0,0,0,0,0,0,16,2016
81, Kendall Wright,TEN,2.1,4,4,2,21,0,0,0,0,0,0,16,2016
82, Willie Snead,NO,2.1,5,5,2,21,0,0,0,0,0,0,16,2016
83, D. Thomas,DEN,2,8,8,3,20,0,0,0,0,0,0,16,2016
84, Devin Smith,NYJ,2,3,3,1,20,0,0,0,0,0,0,16,2016
85, Jordan Norwood,DEN,1.7,1,1,1,17,0,0,0,0,0,0,16,2016
86, Marvin Jones,DET,1.6,7,7,1,16,0,0,0,0,0,0,16,2016
87, M. Goodwin,BUF,1.6,5,5,1,16,0,0,0,0,0,0,16,2016
88, C. Johnson,MIN,1.6,4,4,1,16,0,0,0,0,0,0,16,2016
89, Kenny Britt,LAR,1.5,4,4,1,15,0,0,0,0,0,1,16,2016
90, A. Robinson,ATL,1.5,1,1,1,15,0,0,0,0,0,0,16,2016
91, Taylor Gabriel,ATL,1.5,4,4,3,15,0,0,0,0,0,0,16,2016
92, Corey Coleman,CLE,1.5,5,5,2,15,0,0,0,0,0,0,16,2016
93, Aaron Burbridge,SF,1.5,3,3,2,15,0,0,0,0,0,0,16,2016
94, Andre Roberts,DET,1.4,1,1,1,14,0,0,0,0,0,0,16,2016
95, Chris Conley,KC,1.4,2,2,2,14,0,0,0,0,0,0,16,2016
96, C. Patterson,MIN,1.3,4,4,2,13,0,0,0,0,0,0,16,2016
97, John Brown,ARI,1.2,2,2,1,12,0,0,0,0,0,0,16,2016
98, Jordan Matthews,PHI,1.2,6,6,2,12,0,0,0,0,0,0,16,2016
99,. Philly Brown,CAR,1.2,2,2,1,12,0,0,0,0,0,0,16,2016
100,. Adam Humphries,TB,1.2,2,2,1,12,0,0,0,0,0,0,16,2016
101,. Josh Bellamy,CHI,1.1,2,2,1,11,0,0,0,0,0,0,16,2016
102,. Jeremy Maclin,KC,0.9,4,4,3,9,0,0,0,0,0,0,16,2016
103,. TJ Jones,DET,0.9,6,6,1,9,0,0,0,0,0,0,16,2016
104,. Devin Funchess,CAR,0.9,5,5,1,9,0,0,0,0,0,0,16,2016
105,. Demarcus Ayers,PIT,0.9,1,1,1,9,0,0,0,0,0,0,16,2016
106,. Jeff Janis,GB,0.8,1,1,1,8,0,0,0,0,0,0,16,2016
107,. James Wright,CIN,0.8,1,1,1,8,0,0,0,0,0,0,16,2016
108,. Phillip Dorsett,IND,0.8,1,1,1,8,0,0,0,0,0,0,16,2016
109,. Keith Mumphery,HOU,0.7,2,2,2,7,0,0,0,0,0,0,16,2016
110,. D. Green-Beckham,PHI,0.7,2,2,1,7,0,0,0,0,0,0,16,2016
111,. Michael Floyd,NE,0.6,2,2,1,6,0,0,0,0,0,0,16,2016
112,. Cobi Hamilton,PIT,0.6,1,1,1,6,0,0,0,0,0,0,16,2016
113,. Bennie Fowler,DEN,0.5,2,2,1,5,0,0,0,0,0,0,16,2016
114,. Alex Erickson,CIN,0.5,1,1,1,5,0,0,0,0,0,1,16,2016
115,. Albert Wilson,KC,0.3,1,1,1,3,0,0,0,0,0,0,16,2016
116,. Jamison Crowder,WAS,0.3,2,2,1,3,0,0,0,0,0,0,16,2016
117,. Chris Harper,SF,0.1,1,1,1,1,0,0,0,0,0,0,16,2016
118,. Eric Weems,ATL,0,0,0,0,0,0,0,0,0,0,0,16,2016
119,. D. Heyward-Bey,PIT,0,0,0,0,0,0,0,0,0,0,0,16,2016
120,. Brandon Tate,BUF,0,0,0,0,0,0,0,0,0,0,0,16,2016
121,. Marc Mariani,TEN,0,0,0,0,0,0,0,0,0,0,0,16,2016
122,. Joe Webb,CAR,0,2,2,0,0,0,0,0,0,0,0,16,2016
123,. Dwayne Harris,NYG,0,0,0,0,0,0,0,0,0,0,1,16,2016
124,. Jeremy Ross,ARI,0,0,0,0,0,0,0,0,0,0,0,16,2016
125,. Kamar Aiken,BAL,0,2,2,0,0,0,0,0,0,0,0,16,2016
126,. Brian Quick,LAR,0,4,4,0,0,0,0,0,0,0,0,16,2016
127,. M. Thomas,MIA,0,0,0,0,0,0,0,0,0,0,0,16,2016
128,. Justin Hunter,BUF,0,0,0,0,0,0,0,0,0,0,0,16,2016
129,. Cody Latimer,DEN,0,2,2,0,0,0,0,0,0,0,0,16,2016
130,. D. Thomas,KC,0,0,0,0,0,0,0,0,0,0,0,16,2016
131,. Isaiah Burse,LAC,0,0,0,0,0,0,0,0,0,0,0,16,2016
132,. Freddie Martino,TB,0,0,0,0,0,0,0,0,0,0,0,16,2016
133,. Tony Washington,JAC,0,0,0,0,0,0,0,0,0,0,0,16,2016
134,. Brandon Coleman,NO,0,0,0,0,0,0,0,0,0,0,0,16,2016
135,. Seth Roberts,LVR,0,3,3,0,0,0,0,0,0,0,0,16,2016
136,. DeAndre Smelter,SF,0,0,0,0,0,0,0,0,0,0,0,16,2016
137,. Geremy Davis,LAC,0,1,1,0,0,0,0,0,0,0,0,16,2016
138,. Mario Alford,CLE,0,0,0,0,0,0,0,0,0,0,0,16,2016
139,. Lucky Whitehead,DAL,0,0,0,0,0,0,0,0,0,0,0,16,2016
140,. Justin Hardy,ATL,0,0,0,0,0,0,0,0,0,0,0,16,2016
141,. Shane Wynn,JAC,0,0,0,0,0,0,0,0,0,0,0,16,2016
142,. Jason X. Jones,MIA,0,0,0,0,0,0,0,0,0,0,0,16,2016
143,. Chris Moore,BAL,0,0,0,0,0,0,0,0,0,0,0,16,2016
144,. Pharoh Cooper,LAR,0,0,0,0,0,0,0,0,0,0,0,16,2016
145,. Rashard Higgins,CLE,0,1,1,0,0,0,0,0,0,0,0,16,2016
146,. Ricardo Louis,CLE,0,0,0,0,0,0,0,0,0,0,0,16,2016
147,. D. Robinson,KC,0,0,0,0,0,0,0,0,0,0,0,16,2016
148,. Jakeem Grant,MIA,0,0,0,0,0,0,0,0,0,0,0,16,2016
149,. Bryce Treggs,PHI,0,1,1,0,0,0,0,0,0,0,0,16,2016
150,. Johnny Holton,LVR,0,0,0,0,0,0,0,0,0,0,0,16,2016
151,. W. Williams,HOU,0,0,0,0,0,0,0,0,0,0,0,16,2016
152,. Bralon Addison,CHI,0,0,0,0,0,0,0,0,0,0,0,16,2016
153,. Kalif Raymond,DEN,0,1,1,0,0,0,0,0,0,0,2,16,2016
154,. Roger Lewis,NYG,0,1,1,0,0,0,0,0,0,0,0,16,2016
155,. Tommylee Lewis,NO,0,0,0,0,0,0,0,0,0,0,0,16,2016
156,. Paul McRoberts,LAR,0,0,0,0,0,0,0,0,0,0,0,16,2016
157,. Robby Anderson,NYJ,0,3,3,0,0,0,0,0,0,0,0,16,2016
158,. Chester Rogers,IND,0,0,0,0,0,0,0,0,0,0,0,16,2016
159,. Rashawn Scott,MIA,0,0,0,0,0,0,0,0,0,0,0,16,2016
160,. Tanner McEvoy,SEA,0,0,0,0,0,0,0,0,0,0,0,16,2016
161,. Maurice Harris,WAS,0,1,1,0,0,0,0,0,0,0,0,16,2016
0,Julian Edelman,NE,21.7,14,13,8,151,1,1,6,0,0,0,17,2016
1,Michael Thomas,NO,21.6,14,14,10,156,1,0,0,0,0,0,17,2016
2,R. Matthews,TEN,17.4,13,13,9,114,1,0,0,0,0,0,17,2016
3,Julio Jones,ATL,15.6,9,9,7,96,1,0,0,0,0,0,17,2016
4,Kelvin Benjamin,CAR,15.3,7,7,6,93,1,0,0,0,0,0,17,2016
5,Davante Adams,GB,15.1,9,9,6,31,2,0,0,0,0,0,17,2016
6,G. Allison,GB,15.1,6,6,4,91,1,0,0,0,0,0,17,2016
7,Golden Tate,DET,14.4,11,10,6,77,1,1,7,0,0,0,17,2016
8,Jarvis Landry,MIA,13.6,12,12,9,76,1,0,0,0,0,0,17,2016
9, Mike Evans,TB,12.5,11,11,5,65,1,0,0,0,0,0,17,2016
10, DeAndre Hopkins,HOU,12.3,11,11,7,123,0,0,0,0,0,0,17,2016
11, Anquan Boldin,DET,11.7,6,6,4,57,1,0,0,0,0,0,17,2016
12, Cobi Hamilton,PIT,11.4,4,4,3,54,1,0,0,0,0,0,17,2016
13, L. Fitzgerald,ARI,10.3,7,7,5,43,1,0,0,0,0,0,17,2016
14, Justin Hardy,ATL,10.3,7,7,4,43,1,0,0,0,0,0,17,2016
15, Kenny Stills,MIA,10.1,7,7,4,41,1,0,0,0,0,0,17,2016
16, Amari Cooper,LVR,9.9,8,8,4,39,1,0,0,0,0,0,17,2016
17, Jeremy Ross,ARI,9.7,4,4,4,37,1,0,0,0,0,0,17,2016
18, Pierre Garcon,WAS,9.6,7,7,4,96,0,0,0,0,0,0,17,2016
19, Michael Floyd,NE,9.6,4,4,3,36,1,0,0,0,0,0,17,2016
20, T.Y. Hilton,IND,9.5,12,12,6,95,0,0,0,0,0,0,17,2016
21, Terrelle Pryor,CLE,9.4,11,11,7,94,0,0,0,0,0,0,17,2016
22, Adam Humphries,TB,9.4,13,13,10,94,0,0,0,0,0,0,17,2016
23, Ted Ginn Jr.,CAR,9.3,9,7,4,69,0,2,24,0,0,0,17,2016
24, T. Williams,DAL,9.3,5,5,3,33,1,0,0,0,0,0,17,2016
25, Mohamed Sanu,ATL,9.2,4,4,4,32,1,0,0,0,0,0,17,2016
26, Demarcus Ayers,PIT,9.2,14,12,5,44,1,2,-12,0,0,0,17,2016
27, Bryan Walters,JAC,8.8,10,9,8,84,0,1,4,0,0,0,17,2016
28, Marqise Lee,JAC,8.6,9,9,6,86,0,0,0,0,0,0,17,2016
29, Jarius Wright,MIN,8.4,7,7,5,24,1,0,0,0,0,0,17,2016
30, A. Robinson II,JAC,8.2,12,12,5,82,0,0,0,0,0,0,17,2016
31, Willie Snead,NO,8.2,4,4,3,82,0,0,0,0,0,1,17,2016
32, Cody Core,CIN,8.2,5,5,4,82,0,0,0,0,0,0,17,2016
33, Jalin Marshall,NYJ,8.2,4,4,3,22,1,0,0,0,0,0,17,2016
34, Quincy Enunwa,NYJ,8.1,8,8,5,81,0,0,0,0,0,0,17,2016
35, Marvin Jones,DET,7.6,9,9,5,76,0,0,0,0,0,0,17,2016
36, J.J. Nelson,ARI,7.5,12,12,4,75,0,0,0,0,0,0,17,2016
37, Chester Rogers,IND,7.2,7,7,4,72,0,0,0,0,0,0,17,2016
38, Tyrell Williams,LAC,7,7,7,6,70,0,0,0,0,0,0,17,2016
39, Brandon LaFell,CIN,6.7,11,11,7,67,0,0,0,0,0,0,17,2016
40, Jordy Nelson,GB,6.6,6,6,6,66,0,0,0,0,0,0,17,2016
41, Justin Hunter,BUF,6.4,2,2,1,64,0,0,0,0,0,0,17,2016
42, B. Perriman,BAL,6.2,8,8,4,62,0,0,0,0,0,0,17,2016
43, Jeremy Kerley,SF,6.1,8,8,6,61,0,0,0,0,0,0,17,2016
44, Eli Rogers,PIT,6.1,6,6,6,61,0,0,0,0,0,1,17,2016
45, C. Meredith,CHI,6.1,7,6,4,61,0,0,0,0,0,0,17,2016
46, Tyreek Hill,KC,6.1,10,7,5,46,0,3,15,0,0,0,17,2016
47, Phillip Dorsett,IND,5.6,4,4,4,56,0,0,0,0,0,0,17,2016
48, Chris Conley,KC,5.5,5,5,4,55,0,0,0,0,0,0,17,2016
49, Tyler Boyd,CIN,5.4,4,3,2,39,0,1,15,0,0,0,17,2016
50, Jeremy Maclin,KC,5.3,5,5,4,53,0,0,0,0,0,0,17,2016
51, Dontrelle Inman,LAC,5.1,5,5,4,51,0,0,0,0,0,0,17,2016
52, Cole Beasley,DAL,4.9,4,4,3,49,0,0,0,0,0,0,17,2016
53, Corey Coleman,CLE,4.9,10,9,5,40,0,1,9,0,0,0,17,2016
54, M. Crabtree,LVR,4.7,8,8,5,47,0,0,0,0,0,0,17,2016
55, D. Thomas,DEN,4.7,6,6,4,47,0,0,0,0,0,0,17,2016
56, D. Heyward-Bey,PIT,4.6,4,4,1,46,0,0,0,0,0,0,17,2016
57, Paul Richardson,SEA,4.5,8,7,4,40,0,1,5,0,0,0,17,2016
58, DeVante Parker,MIA,4.5,6,6,5,45,0,0,0,0,0,0,17,2016
59, Doug Baldwin,SEA,4.4,4,4,2,44,0,0,0,0,0,0,17,2016
60, Jermaine Kearse,SEA,4.4,7,7,2,44,0,0,0,0,0,0,17,2016
61, Tavarres King,NYG,4.4,1,1,1,44,0,0,0,0,0,0,17,2016
62, O. Beckham Jr.,NYG,4.4,7,7,5,44,0,0,0,0,0,0,17,2016
63, Robert Woods,BUF,4.3,5,5,4,43,0,0,0,0,0,0,17,2016
64, Robby Anderson,NYJ,4.3,7,7,4,43,0,0,0,0,0,0,17,2016
65, Albert Wilson,KC,4.2,1,1,1,42,0,0,0,0,0,0,17,2016
66, Jordan Taylor,DEN,4.1,3,3,3,41,0,0,0,0,0,0,17,2016
67, W. Williams,HOU,4.1,4,4,2,41,0,0,0,0,0,0,17,2016
68, C. Patterson,MIN,3.9,2,2,1,39,0,0,0,0,0,0,17,2016
69, S. Shepard,NYG,3.7,6,5,3,30,0,1,7,0,0,0,17,2016
70, A. Robinson,ATL,3.6,2,2,2,36,0,0,0,0,0,0,17,2016
71, Pharoh Cooper,LAR,3.6,7,6,4,36,0,0,0,0,1,0,17,2016
72, TJ Jones,DET,3.5,4,4,1,35,0,0,0,0,0,0,17,2016
73, Steve Smith,BAL,3.4,5,5,3,34,0,0,0,0,0,0,17,2016
74, DeSean Jackson,WAS,3.4,5,5,2,34,0,0,0,0,0,0,17,2016
75, Mike Wallace,BAL,3.3,4,4,4,33,0,0,0,0,0,0,17,2016
76, Sammy Watkins,BUF,3.1,9,9,4,31,0,0,0,0,0,0,17,2016
77, Paul Turner,PHI,3,4,4,2,30,0,0,0,0,0,0,17,2016
78, Russell Shepard,TB,2.9,7,7,2,29,0,0,0,0,0,0,17,2016
79, Cody Latimer,DEN,2.8,5,5,3,28,0,0,0,0,0,0,17,2016
80, Chris Hogan,NE,2.7,4,4,4,27,0,0,0,0,0,0,17,2016
81, Seth Roberts,LVR,2.6,3,3,3,26,0,0,0,0,0,0,17,2016
82, John Brown,ARI,2.5,4,4,2,25,0,0,0,0,0,0,17,2016
83, Chris Harper,SF,2.5,3,3,3,25,0,0,0,0,0,0,17,2016
84, Will Fuller,HOU,2.4,7,7,3,24,0,0,0,0,0,0,17,2016
85, Aaron Burbridge,SF,2.4,2,2,1,24,0,0,0,0,0,0,17,2016
86, DeAndre Smelter,SF,2.3,1,1,1,23,0,0,0,0,0,0,17,2016
87, Keith Mumphery,HOU,2.3,4,4,3,23,0,0,0,0,0,0,17,2016
88, Kamar Aiken,BAL,2.2,3,3,2,22,0,0,0,0,0,0,17,2016
89, Charone Peake,NYJ,2.2,5,5,2,22,0,0,0,0,0,0,17,2016
90, Ricardo Louis,CLE,2.2,2,2,2,22,0,0,0,0,0,0,17,2016
91, Tavon Austin,LAR,2,6,4,2,18,0,2,2,0,0,2,17,2016
92, Philly Brown,CAR,2,3,3,2,20,0,0,0,0,0,0,17,2016
93, Brandin Cooks,NO,1.9,6,6,3,19,0,0,0,0,0,0,17,2016
94, Josh Bellamy,CHI,1.8,3,1,0,0,0,2,18,0,0,0,17,2016
95, Damiere Byrd,CAR,1.6,1,1,1,16,0,0,0,0,0,0,17,2016
96, Jamison Crowder,WAS,1.6,3,3,2,16,0,0,0,0,0,0,17,2016
97, Tanner McEvoy,SEA,1.6,2,2,2,16,0,0,0,0,0,0,17,2016
98, Marc Mariani,TEN,1.5,1,0,0,0,0,1,15,0,0,0,17,2016
99,. Brian Quick,LAR,1.5,7,7,2,15,0,0,0,0,0,0,17,2016
100,. D. Green-Beckham,PHI,1.5,5,5,1,15,0,0,0,0,0,0,17,2016
101,. Mike Thomas,LAR,1.5,1,1,1,15,0,0,0,0,0,0,17,2016
102,. Bralon Addison,CHI,1.5,2,1,1,11,0,1,4,0,0,1,17,2016
103,. Maurice Harris,WAS,1.5,2,2,1,15,0,0,0,0,0,0,17,2016
104,. C. Johnson,MIN,1.1,1,1,1,11,0,0,0,0,0,0,17,2016
105,. Alshon Jeffery,CHI,1,3,3,1,10,0,0,0,0,0,0,17,2016
106,. Brenton Bersin,CAR,1,5,5,1,10,0,0,0,0,0,0,17,2016
107,. Nick Williams,ATL,1,2,2,1,10,0,0,0,0,0,0,17,2016
108,. M. Campanaro,BAL,1,1,0,0,0,0,1,10,0,0,0,17,2016
109,. Andrew Hawkins,CLE,0.9,5,5,5,9,0,0,0,0,0,0,17,2016
110,. Freddie Martino,TB,0.9,1,1,1,9,0,0,0,0,0,0,17,2016
111,. Tony Washington,JAC,0.9,1,1,1,9,0,0,0,0,0,0,17,2016
112,. M. Goodwin,BUF,0.8,5,5,1,8,0,0,0,0,0,0,17,2016
113,. Brandon Coleman,NO,0.8,3,3,1,8,0,0,0,0,0,0,17,2016
114,. Lucky Whitehead,DAL,0.8,1,1,1,8,0,0,0,0,0,0,17,2016
115,. Victor Cruz,NYG,0.7,4,4,2,7,0,0,0,0,0,0,17,2016
116,. Adam Thielen,MIN,0.7,1,1,1,7,0,0,0,0,0,0,17,2016
117,. Paul McRoberts,LAR,0.6,1,1,1,6,0,0,0,0,0,0,17,2016
118,. Rod Streater,SF,0.5,1,1,1,5,0,0,0,0,0,0,17,2016
119,. Brice Butler,DAL,0.3,2,2,1,3,0,0,0,0,0,0,17,2016
120,. Jakeem Grant,MIA,0.1,1,0,0,0,0,1,1,0,0,1,17,2016
121,. Nelson Agholor,PHI,-0.1,1,0,0,0,0,1,-1,0,0,0,17,2016
122,. Eric Weems,ATL,0,0,0,0,0,0,0,0,0,0,0,17,2016
123,. Harry Douglas,TEN,0,0,0,0,0,0,0,0,0,0,0,17,2016
124,. Matthew Slater,NE,0,0,0,0,0,0,0,0,0,0,0,17,2016
125,. Brandon Tate,BUF,0,1,1,0,0,0,0,0,0,0,0,17,2016
126,. Dez Bryant,DAL,0,1,1,0,0,0,0,0,0,0,0,17,2016
127,. Andre Roberts,DET,0,1,1,0,0,0,0,0,0,0,0,17,2016
128,. E. Sanders,DEN,0,0,0,0,0,0,0,0,0,0,0,17,2016
129,. Arrelious Benn,JAC,0,0,0,0,0,0,0,0,0,0,0,17,2016
130,. Joe Webb,CAR,0,0,0,0,0,0,0,0,0,0,0,17,2016
131,. Dwayne Harris,NYG,0,0,0,0,0,0,0,0,0,0,0,17,2016
132,. Andre Holmes,LVR,0,1,1,0,0,0,0,0,0,0,0,17,2016
133,. Deonte Thompson,CHI,0,2,2,0,0,0,0,0,0,0,0,17,2016
134,. Brittan Golden,ARI,0,3,3,1,0,0,0,0,0,0,0,17,2016
135,. M. Thomas,MIA,0,0,0,0,0,0,0,0,0,0,0,17,2016
136,. Jeff Janis,GB,0,0,0,0,0,0,0,0,0,0,0,17,2016
137,. James Wright,CIN,0,0,0,0,0,0,0,0,0,0,0,17,2016
138,. Ryan Grant,WAS,0,0,0,0,0,0,0,0,0,0,0,17,2016
139,. Devin Street,IND,0,0,0,0,0,0,0,0,0,0,0,17,2016
140,. D. Thomas,KC,0,0,0,0,0,0,0,0,0,0,0,17,2016
141,. Isaiah Burse,LAC,0,3,3,0,0,0,0,0,0,0,0,17,2016
142,. Bennie Fowler,DEN,0,0,0,0,0,0,0,0,0,0,0,17,2016
143,. Geremy Davis,LAC,0,1,1,0,0,0,0,0,0,0,0,17,2016
